image_name,prob_malignant
ISIC_0015719,5.613692701444961e-05
ISIC_0052212,0.0014150687493383884
ISIC_0068279,0.003142906352877617
ISIC_0074268,2.153721834474709e-05
ISIC_0074311,0.0007965649128891528
ISIC_0074542,0.0005393343744799495
ISIC_0075663,0.42679527401924133
ISIC_0075914,0.00014173764793667942
ISIC_0076262,0.0030104138422757387
ISIC_0076545,0.4750036597251892
ISIC_0076742,0.006661887280642986
ISIC_0076995,0.0010177186923101544
ISIC_0077472,9.50310095504392e-06
ISIC_0077735,0.0006045811460353434
ISIC_0078703,0.0012326132273301482
ISIC_0078712,0.23693135380744934
ISIC_0079038,0.0007103626267053187
ISIC_0080512,1.6704751033103094e-05
ISIC_0080752,0.0012667482951655984
ISIC_0080817,0.37298738956451416
ISIC_0081956,0.0026674603577703238
ISIC_0082348,6.438256241381168e-05
ISIC_0082543,0.00026119480025954545
ISIC_0082934,0.0218666885048151
ISIC_0083035,0.0007303369930014014
ISIC_0084086,0.0018196407472714782
ISIC_0084270,0.006239206995815039
ISIC_0084395,0.005909925792366266
ISIC_0085172,0.000334422365995124
ISIC_0085718,0.0892142578959465
ISIC_0085902,0.0029193786904215813
ISIC_0086349,0.011199587024748325
ISIC_0086462,0.000888714799657464
ISIC_0086632,0.0016623985720798373
ISIC_0086709,0.00010023380309576169
ISIC_0087290,0.0006261150119826198
ISIC_0087297,8.172628440661356e-05
ISIC_0088137,0.05444953963160515
ISIC_0088489,0.15778188407421112
ISIC_0089401,2.343070082133636e-05
ISIC_0089569,0.006154485512524843
ISIC_0089738,0.025591956451535225
ISIC_0090279,0.0014245848869904876
ISIC_0091016,0.0025640542153269053
ISIC_0091559,0.010199894197285175
ISIC_0091996,0.025475695729255676
ISIC_0092726,3.5032126106671058e-06
ISIC_0092870,0.19386669993400574
ISIC_0094701,0.001216626027598977
ISIC_0094755,0.28983205556869507
ISIC_0094775,0.00029386524693109095
ISIC_0095805,0.00046071637189015746
ISIC_0096201,0.06873118877410889
ISIC_0096227,0.0005024734418839216
ISIC_0096328,0.013593832962214947
ISIC_0097499,0.00032135198125615716
ISIC_0097500,0.00027917366242036223
ISIC_0097997,0.15475645661354065
ISIC_0098198,0.005144602153450251
ISIC_0098784,0.0015514955157414079
ISIC_0099474,0.0003785029402934015
ISIC_0099546,0.00011938071838812903
ISIC_0100550,0.00010521664808038622
ISIC_0103298,5.160170258022845e-05
ISIC_0105145,0.1513574719429016
ISIC_0106091,0.004178464412689209
ISIC_0109415,0.004113629460334778
ISIC_0109568,0.0046708895824849606
ISIC_0109703,7.29693852008495e-07
ISIC_0109869,0.00017286850197706372
ISIC_0112097,0.011095392517745495
ISIC_0112444,0.006480595096945763
ISIC_0112884,0.00021562886831816286
ISIC_0113820,3.754907811526209e-05
ISIC_0114225,0.10599104315042496
ISIC_0120729,0.3042750060558319
ISIC_0124849,0.019917597994208336
ISIC_0125706,0.4025594890117645
ISIC_0134357,0.004629779607057571
ISIC_0136526,2.2689309844281524e-05
ISIC_0140339,0.0003084527561441064
ISIC_0147642,0.0003053512773476541
ISIC_0147817,0.001036732573993504
ISIC_0147869,0.0008330262498930097
ISIC_0148465,0.45585164427757263
ISIC_0148643,0.008094867691397667
ISIC_0148677,0.002557428553700447
ISIC_0148751,8.786961188889109e-06
ISIC_0148783,0.00013105965626891702
ISIC_0149527,0.21231383085250854
ISIC_0149698,0.0002656587748788297
ISIC_0149918,0.3535099923610687
ISIC_0150363,0.00032677361741662025
ISIC_0150975,0.39824286103248596
ISIC_0151200,0.41528332233428955
ISIC_0152307,0.5530152916908264
ISIC_0152823,0.0007542762905359268
ISIC_0153265,0.5184822678565979
ISIC_0153549,0.3240329921245575
ISIC_0153589,0.014798140153288841
ISIC_0153911,0.0007529275608249009
ISIC_0153932,0.0007622340344823897
ISIC_0154032,0.005117782391607761
ISIC_0154253,0.494241327047348
ISIC_0154338,0.05634324997663498
ISIC_0154813,6.188987026689574e-05
ISIC_0154870,0.0005768953706137836
ISIC_0154872,0.021898478269577026
ISIC_0154880,0.3031984567642212
ISIC_0155012,0.004802320152521133
ISIC_0155173,0.5093419551849365
ISIC_0155273,0.27077266573905945
ISIC_0155473,0.010659660212695599
ISIC_0155575,4.272424484952353e-05
ISIC_0156460,0.6681292057037354
ISIC_0156642,0.42012372612953186
ISIC_0156772,0.2538541555404663
ISIC_0157530,1.970441735466011e-05
ISIC_0157923,0.007191983051598072
ISIC_0158127,0.00028961029602214694
ISIC_0158187,0.010230484418570995
ISIC_0159060,0.6508883237838745
ISIC_0159568,0.000256059633102268
ISIC_0159663,0.00019558722851797938
ISIC_0159746,0.027409572154283524
ISIC_0159782,0.388779878616333
ISIC_0159996,0.46191802620887756
ISIC_0160270,0.002498897258192301
ISIC_0160340,0.007087681442499161
ISIC_0160455,0.6308174729347229
ISIC_0160831,0.0060592107474803925
ISIC_0161840,0.07217387109994888
ISIC_0162627,0.12684977054595947
ISIC_0162708,0.022151632234454155
ISIC_0162967,0.49601152539253235
ISIC_0163110,0.4703052341938019
ISIC_0163463,0.1534290760755539
ISIC_0163639,0.25077342987060547
ISIC_0163765,0.0006223443779163063
ISIC_0163767,0.0010556248016655445
ISIC_0163812,0.08787830919027328
ISIC_0164145,4.233640083839418e-06
ISIC_0164297,0.013781138695776463
ISIC_0164329,0.6800439357757568
ISIC_0164388,0.3239930272102356
ISIC_0164512,0.02110382728278637
ISIC_0164603,0.583490252494812
ISIC_0164809,0.5549814701080322
ISIC_0165273,0.059047531336545944
ISIC_0165449,0.21274910867214203
ISIC_0165903,0.03679437190294266
ISIC_0165945,0.011799784377217293
ISIC_0166059,0.003638915717601776
ISIC_0166202,0.005289767403155565
ISIC_0166935,0.043593183159828186
ISIC_0166988,0.007065959740430117
ISIC_0167093,0.15156260132789612
ISIC_0168306,0.3300018608570099
ISIC_0168399,8.625204645795748e-05
ISIC_0168418,0.2548869252204895
ISIC_0168678,0.02603910304605961
